issue_d,loan_amnt,int_rate,term,grade,home_ownership,purpose,annual_inc,dti,fico,loan_status
2017-08-01,29591,25.5, 36 months,G,OWN,credit_card,100178.0,12.4,693,Charged Off
2017-08-01,19582,13.06, 60 months,D,MORTGAGE,debt_consolidation,58470.0,25.03,800,Fully Paid
2017-08-01,17411,10.08, 36 months,C,OWN,home_improvement,109194.0,8.34,818,Fully Paid
2017-08-01,16094,9.12, 36 months,B,RENT,credit_card,86538.0,7.91,734,Fully Paid
2017-08-01,23369,14.71, 36 months,D,RENT,other,74329.0,3.52,702,Fully Paid
2017-08-01,1539,5.0, 36 months,A,RENT,debt_consolidation,27715.0,15.83,795,Fully Paid
2017-08-01,7220,25.92, 36 months,G,RENT,credit_card,58853.0,9.43,643,Fully Paid
2017-08-01,4906,5.0, 60 months,A,OWN,credit_card,89791.0,30.07,731,Fully Paid
2017-08-01,7854,11.34, 60 months,C,OWN,credit_card,81231.0,9.04,795,Fully Paid
2017-08-01,18240,14.63, 36 months,D,MORTGAGE,debt_consolidation,67194.0,16.3,753,Fully Paid
2017-08-01,5213,13.79, 60 months,D,RENT,debt_consolidation,56173.0,14.53,722,Charged Off
2017-08-01,18653,5.0, 60 months,A,RENT,credit_card,95816.0,11.04,639,Fully Paid
2017-08-01,3701,15.8, 36 months,D,MORTGAGE,debt_consolidation,32753.0,0.48,643,Fully Paid
2017-08-01,12563,27.94, 60 months,G,RENT,debt_consolidation,19542.0,23.02,604,Charged Off
2017-08-01,6031,9.32, 36 months,B,MORTGAGE,other,83508.0,14.58,609,Charged Off
2017-08-01,23973,13.05, 36 months,C,RENT,debt_consolidation,69660.0,17.58,695,Fully Paid
2017-08-01,16171,5.0, 36 months,A,RENT,debt_consolidation,54521.0,17.65,772,Fully Paid
2017-08-01,19121,5.0, 36 months,A,MORTGAGE,small_business,22608.0,28.1,709,Fully Paid
2017-08-01,1739,19.12, 36 months,F,OWN,debt_consolidation,74169.0,17.07,690,Charged Off
2017-08-01,20518,15.32, 36 months,D,MORTGAGE,debt_consolidation,84594.0,13.6,646,Fully Paid
2017-08-01,18993,5.0, 36 months,A,OWN,debt_consolidation,67742.0,13.75,809,Fully Paid
2017-08-01,10421,7.38, 36 months,B,MORTGAGE,home_improvement,64961.0,12.81,767,Fully Paid
2017-08-01,22223,16.15, 36 months,E,MORTGAGE,debt_consolidation,76791.0,19.66,769,Charged Off
2017-08-01,6757,5.0, 36 months,A,OWN,credit_card,85573.0,8.0,833,Fully Paid
2017-09-01,12820,14.0, 36 months,D,MORTGAGE,debt_consolidation,78062.0,17.48,764,Fully Paid
2017-09-01,33059,6.33, 36 months,B,MORTGAGE,home_improvement,52320.0,25.91,697,Fully Paid
2017-09-01,1115,15.47, 36 months,D,MORTGAGE,debt_consolidation,48426.0,15.99,672,Fully Paid
2017-09-01,12648,7.49, 36 months,B,RENT,debt_consolidation,124865.0,16.01,712,Fully Paid
2017-09-01,20559,22.36, 60 months,G,MORTGAGE,debt_consolidation,88865.0,24.15,833,Fully Paid
2017-09-01,21074,5.0, 36 months,A,OWN,debt_consolidation,61972.0,16.33,675,Fully Paid
2017-09-01,7004,5.0, 36 months,A,MORTGAGE,small_business,43642.0,22.21,629,Fully Paid
2017-09-01,16362,11.15, 60 months,C,RENT,home_improvement,71101.0,10.25,753,Fully Paid
2017-09-01,20319,11.83, 36 months,C,OWN,credit_card,68077.0,24.91,745,Fully Paid
2017-09-01,27992,22.14, 36 months,F,OWN,credit_card,40327.0,25.38,605,Charged Off
2017-09-01,29912,12.69, 36 months,D,RENT,debt_consolidation,48379.0,15.22,788,Fully Paid
2017-09-01,23102,12.06, 60 months,C,RENT,debt_consolidation,68558.0,23.36,786,Fully Paid
2017-09-01,14133,11.96, 36 months,C,MORTGAGE,credit_card,69967.0,10.27,761,Fully Paid
2017-09-01,27212,5.0, 36 months,A,RENT,debt_consolidation,78048.0,19.01,759,Fully Paid
2017-09-01,15725,20.35, 36 months,F,RENT,debt_consolidation,104122.0,26.94,684,Fully Paid
2017-09-01,4676,8.55, 36 months,B,RENT,debt_consolidation,114584.0,8.29,636,Fully Paid
2017-09-01,17696,12.55, 36 months,C,MORTGAGE,debt_consolidation,93331.0,2.81,766,Fully Paid
2017-09-01,22128,16.93, 36 months,E,OWN,credit_card,20616.0,19.06,764,Fully Paid
2017-09-01,9237,9.07, 36 months,B,RENT,debt_consolidation,133697.0,20.17,617,Fully Paid
2017-09-01,8111,7.72, 36 months,B,RENT,small_business,35447.0,14.9,637,Charged Off
2017-09-01,18606,7.99, 60 months,B,OWN,small_business,71273.0,33.32,636,Charged Off
2017-09-01,33152,18.65, 36 months,F,MORTGAGE,debt_consolidation,60598.0,1.14,799,Fully Paid
2017-09-01,20121,15.78, 36 months,E,RENT,other,58372.0,3.24,732,Fully Paid
2017-09-01,10164,16.15, 36 months,E,RENT,credit_card,72011.0,7.19,703,Fully Paid
2017-09-01,25533,16.99, 36 months,E,OWN,small_business,53538.0,8.48,718,Fully Paid
2017-09-01,6400,20.2, 60 months,F,RENT,credit_card,39279.0,13.55,766,Fully Paid
2017-09-01,2223,14.96, 36 months,D,MORTGAGE,debt_consolidation,40784.0,10.25,692,Fully Paid
2017-09-01,19739,20.41, 36 months,F,MORTGAGE,debt_consolidation,96493.0,13.94,685,Fully Paid
2017-09-01,22318,13.88, 36 months,D,MORTGAGE,debt_consolidation,76661.0,34.56,718,Fully Paid
2017-09-01,30815,16.66, 60 months,D,OWN,credit_card,77576.0,14.89,670,Fully Paid
2017-09-01,23634,8.6, 36 months,B,OWN,credit_card,67608.0,4.73,666,Fully Paid
2017-09-01,3879,5.0, 36 months,A,OWN,debt_consolidation,53612.0,16.95,785,Fully Paid
2017-09-01,22520,14.92, 60 months,D,RENT,small_business,23859.0,13.74,735,Fully Paid
2017-09-01,29353,5.0, 36 months,A,MORTGAGE,home_improvement,57478.0,19.4,667,Fully Paid
2017-09-01,1264,7.37, 36 months,B,MORTGAGE,other,86388.0,22.57,716,Fully Paid
2017-09-01,5577,5.17, 36 months,A,RENT,credit_card,81021.0,11.81,603,Fully Paid
2017-09-01,7629,15.49, 60 months,C,RENT,debt_consolidation,63598.0,8.84,606,Fully Paid
2017-09-01,14573,14.36, 60 months,D,MORTGAGE,credit_card,28585.0,18.16,612,Charged Off
2017-09-01,21561,15.94, 36 months,D,MORTGAGE,debt_consolidation,71001.0,15.78,677,Fully Paid
2017-09-01,11767,5.0, 36 months,A,MORTGAGE,credit_card,106269.0,18.57,707,Fully Paid
2017-09-01,13558,5.0, 36 months,A,RENT,other,120044.0,14.57,727,Fully Paid
2017-10-01,20998,14.13, 36 months,C,OWN,debt_consolidation,58966.0,11.76,609,Charged Off
2017-10-01,15540,17.98, 36 months,F,MORTGAGE,small_business,72335.0,12.24,771,Fully Paid
2017-10-01,5185,5.0, 36 months,A,MORTGAGE,debt_consolidation,63915.0,19.51,676,Fully Paid
2017-10-01,27471,7.99, 36 months,B,OWN,other,54599.0,24.74,714,Fully Paid
2017-10-01,28858,26.32, 36 months,G,MORTGAGE,debt_consolidation,67051.0,31.74,610,Charged Off
2017-10-01,34371,16.22, 36 months,E,RENT,credit_card,72761.0,10.88,770,Fully Paid
2017-10-01,8687,9.81, 60 months,C,RENT,debt_consolidation,115662.0,33.56,836,Fully Paid
2017-10-01,18348,13.1, 60 months,C,OWN,home_improvement,76791.0,13.39,654,Fully Paid
2017-10-01,12787,15.08, 60 months,D,RENT,home_improvement,118270.0,7.69,707,Fully Paid
2017-10-01,20585,5.88, 60 months,B,RENT,debt_consolidation,70072.0,16.76,744,Fully Paid
2017-10-01,32162,13.75, 36 months,D,MORTGAGE,home_improvement,87007.0,12.4,761,Fully Paid
2017-10-01,24639,17.8, 60 months,E,MORTGAGE,credit_card,78141.0,32.57,665,Charged Off
2017-10-01,25531,12.19, 36 months,C,MORTGAGE,debt_consolidation,103826.0,6.8,746,Fully Paid
2017-10-01,26509,5.21, 36 months,B,RENT,debt_consolidation,71493.0,13.95,817,Fully Paid
2017-10-01,17107,12.75, 60 months,C,RENT,credit_card,103341.0,10.67,630,Charged Off
2017-10-01,2808,14.98, 60 months,D,OWN,other,79292.0,17.08,712,Fully Paid
2017-10-01,34250,12.71, 36 months,D,RENT,debt_consolidation,72201.0,20.23,787,Fully Paid
2017-10-01,33033,13.94, 60 months,D,MORTGAGE,debt_consolidation,66739.0,18.71,743,Fully Paid
2017-10-01,15054,14.15, 36 months,D,RENT,home_improvement,145204.0,10.89,699,Fully Paid
2017-10-01,30672,14.93, 36 months,D,RENT,other,101338.0,18.56,677,Fully Paid
2017-10-01,20773,20.17, 36 months,F,OWN,credit_card,63228.0,6.47,724,Charged Off
2017-10-01,34355,5.0, 36 months,B,MORTGAGE,small_business,79298.0,0.0,845,Fully Paid
2017-10-01,29188,13.94, 36 months,D,MORTGAGE,small_business,76624.0,22.24,822,Fully Paid
2017-10-01,11446,11.63, 36 months,C,OWN,credit_card,77524.0,17.99,717,Fully Paid
2017-10-01,5270,18.17, 36 months,E,RENT,debt_consolidation,70392.0,25.92,687,Fully Paid
2017-10-01,21582,13.61, 36 months,C,MORTGAGE,credit_card,94664.0,13.78,677,Fully Paid
2017-10-01,31624,5.0, 36 months,A,OWN,debt_consolidation,48363.0,12.74,777,Fully Paid
2017-10-01,1188,17.92, 60 months,E,OWN,debt_consolidation,91637.0,11.4,668,Fully Paid
2017-10-01,6557,5.1, 36 months,B,MORTGAGE,credit_card,98910.0,5.15,783,Fully Paid
2017-10-01,3430,5.0, 36 months,A,OWN,debt_consolidation,60243.0,29.8,639,Fully Paid
2017-10-01,13107,11.62, 36 months,C,MORTGAGE,debt_consolidation,106544.0,16.02,784,Fully Paid
2017-10-01,13742,13.96, 60 months,D,MORTGAGE,debt_consolidation,60736.0,29.19,730,Fully Paid
2017-10-01,23594,21.07, 36 months,F,OWN,debt_consolidation,71994.0,0.0,621,Fully Paid
2017-10-01,21787,5.8, 36 months,B,MORTGAGE,debt_consolidation,26385.0,7.4,817,Fully Paid
2017-10-01,11234,13.68, 36 months,C,MORTGAGE,debt_consolidation,110722.0,5.36,633,Fully Paid
2017-10-01,24099,5.0, 36 months,A,MORTGAGE,debt_consolidation,102444.0,17.84,642,Fully Paid
2017-10-01,21246,13.37, 36 months,C,RENT,home_improvement,55851.0,21.21,641,Fully Paid
2017-10-01,28758,10.39, 36 months,C,RENT,debt_consolidation,41307.0,19.82,839,Fully Paid
2017-11-01,32001,14.06, 36 months,D,MORTGAGE,debt_consolidation,90071.0,7.9,810,Fully Paid
2017-11-01,16157,15.12, 36 months,D,OWN,credit_card,113275.0,28.59,646,Fully Paid
2017-11-01,6109,26.17, 36 months,G,MORTGAGE,debt_consolidation,49625.0,18.23,649,Charged Off
2017-11-01,2305,5.0, 60 months,A,MORTGAGE,debt_consolidation,79770.0,9.46,782,Fully Paid
2017-11-01,2814,15.75, 36 months,E,OWN,debt_consolidation,39596.0,11.72,726,Charged Off
2017-11-01,11008,18.31, 36 months,E,RENT,debt_consolidation,83112.0,14.29,637,Charged Off
2017-11-01,15960,5.0, 36 months,A,RENT,debt_consolidation,78787.0,13.9,809,Fully Paid
2017-11-01,23406,5.0, 36 months,A,MORTGAGE,debt_consolidation,64256.0,9.29,639,Fully Paid
2017-11-01,29178,8.98, 36 months,C,RENT,other,35198.0,23.77,840,Fully Paid
2017-11-01,6037,10.52, 60 months,C,RENT,other,48369.0,14.12,833,Fully Paid
2017-11-01,20708,11.42, 36 months,C,RENT,debt_consolidation,79787.0,8.92,746,Fully Paid
2017-11-01,34370,17.53, 36 months,E,OWN,debt_consolidation,70941.0,20.2,738,Charged Off
2017-11-01,1551,6.98, 36 months,B,MORTGAGE,small_business,84256.0,30.2,662,Fully Paid
2017-11-01,29956,10.95, 36 months,C,MORTGAGE,debt_consolidation,92333.0,9.02,795,Fully Paid
2017-11-01,2643,15.75, 36 months,D,MORTGAGE,debt_consolidation,82581.0,19.62,731,Charged Off
2017-11-01,22581,21.03, 36 months,F,RENT,debt_consolidation,88276.0,19.52,683,Fully Paid
2017-11-01,3584,17.53, 36 months,E,MORTGAGE,credit_card,76440.0,17.6,715,Fully Paid
2017-11-01,18443,5.16, 36 months,B,RENT,debt_consolidation,81807.0,2.07,807,Fully Paid
2017-11-01,29990,5.5, 36 months,B,OWN,debt_consolidation,66149.0,8.44,806,Fully Paid
2017-11-01,9315,15.57, 60 months,D,MORTGAGE,debt_consolidation,89595.0,23.95,704,Fully Paid
2017-11-01,30373,6.47, 36 months,B,RENT,debt_consolidation,47234.0,14.81,774,Fully Paid
2017-11-01,30829,26.11, 60 months,G,RENT,debt_consolidation,86278.0,9.84,671,Fully Paid
2017-11-01,11219,13.98, 36 months,D,MORTGAGE,small_business,57847.0,12.93,707,Fully Paid
2017-11-01,14786,11.2, 36 months,C,MORTGAGE,credit_card,80396.0,15.36,738,Fully Paid
2017-11-01,24945,11.6, 36 months,C,RENT,debt_consolidation,83563.0,14.04,784,Fully Paid
2017-11-01,17329,20.67, 36 months,F,RENT,other,78792.0,21.05,765,Fully Paid
2017-11-01,16094,15.05, 36 months,D,RENT,other,43721.0,0.0,749,Fully Paid
2017-11-01,26903,5.0, 60 months,A,RENT,small_business,84510.0,6.6,743,Fully Paid
2017-11-01,32152,5.0, 60 months,A,OWN,debt_consolidation,60856.0,18.58,712,Fully Paid
2017-11-01,2879,17.61, 36 months,E,RENT,small_business,62210.0,0.2,737,Fully Paid
2017-11-01,25909,10.7, 60 months,C,RENT,debt_consolidation,88181.0,11.56,801,Fully Paid
2017-11-01,24780,5.0, 36 months,A,RENT,debt_consolidation,86218.0,26.65,698,Fully Paid
2017-11-01,3793,13.93, 60 months,D,MORTGAGE,debt_consolidation,97759.0,20.75,820,Fully Paid
2017-11-01,33757,16.18, 36 months,D,MORTGAGE,debt_consolidation,81475.0,20.41,683,Fully Paid
2017-11-01,5804,16.83, 36 months,D,OWN,home_improvement,57223.0,6.71,669,Fully Paid
2017-11-01,34030,16.32, 36 months,E,OWN,debt_consolidation,78932.0,22.85,675,Fully Paid
2017-11-01,30484,5.0, 36 months,A,RENT,home_improvement,75655.0,12.1,670,Fully Paid
2017-11-01,8677,19.34, 36 months,E,OWN,debt_consolidation,24286.0,27.71,647,Charged Off
2017-11-01,27582,7.9, 36 months,B,MORTGAGE,debt_consolidation,70414.0,18.05,618,Fully Paid
2017-12-01,23038,14.44, 60 months,C,RENT,debt_consolidation,99790.0,23.45,604,Charged Off
2017-12-01,3370,8.25, 60 months,B,RENT,credit_card,73380.0,14.69,633,Charged Off
2017-12-01,20261,12.46, 36 months,D,RENT,debt_consolidation,70969.0,26.82,818,Fully Paid
2017-12-01,30677,24.0, 36 months,G,RENT,credit_card,52694.0,14.15,715,Fully Paid
2017-12-01,14232,17.99, 36 months,E,MORTGAGE,other,121419.0,12.53,680,Fully Paid
2017-12-01,28417,13.5, 36 months,C,RENT,debt_consolidation,68636.0,24.84,636,Charged Off
2017-12-01,27510,16.07, 36 months,D,MORTGAGE,debt_consolidation,106374.0,8.39,640,Fully Paid
2017-12-01,2394,19.93, 36 months,F,RENT,other,57842.0,4.06,685,Charged Off
2017-12-01,24344,10.34, 36 months,C,RENT,credit_card,136287.0,21.93,824,Fully Paid
2017-12-01,27649,14.13, 36 months,D,MORTGAGE,other,48541.0,0.0,635,Fully Paid
2017-12-01,31345,24.23, 36 months,G,MORTGAGE,debt_consolidation,84429.0,22.4,774,Charged Off
2017-12-01,23263,15.42, 36 months,D,MORTGAGE,debt_consolidation,87443.0,13.35,682,Fully Paid
2017-12-01,7107,8.75, 36 months,B,RENT,debt_consolidation,45240.0,9.26,658,Fully Paid
2017-12-01,31303,5.0, 60 months,A,RENT,credit_card,98459.0,17.99,686,Fully Paid
2017-12-01,5397,19.39, 36 months,F,MORTGAGE,small_business,76808.0,14.55,756,Fully Paid
2017-12-01,23445,16.98, 36 months,E,MORTGAGE,other,53707.0,16.53,766,Fully Paid
2017-12-01,24670,12.33, 36 months,D,RENT,debt_consolidation,69529.0,12.12,842,Fully Paid
2017-12-01,11944,7.11, 36 months,B,MORTGAGE,credit_card,80928.0,11.94,785,Fully Paid
2017-12-01,1195,16.4, 36 months,D,RENT,debt_consolidation,92502.0,15.71,600,Fully Paid
2017-12-01,10134,10.16, 60 months,C,MORTGAGE,debt_consolidation,119286.0,14.56,734,Fully Paid
2017-12-01,11634,5.0, 36 months,B,MORTGAGE,credit_card,17761.0,18.26,833,Fully Paid
2017-12-01,25121,15.49, 36 months,D,MORTGAGE,debt_consolidation,69080.0,13.91,664,Fully Paid
2017-12-01,23391,13.1, 36 months,C,RENT,debt_consolidation,58917.0,32.71,669,Fully Paid
2017-12-01,20951,25.01, 36 months,G,OWN,debt_consolidation,46657.0,15.69,675,Fully Paid
2017-12-01,7984,25.87, 36 months,G,MORTGAGE,home_improvement,92305.0,6.41,645,Fully Paid
2017-12-01,21336,13.4, 36 months,D,OWN,debt_consolidation,129095.0,17.49,803,Fully Paid
2017-12-01,6915,15.05, 36 months,D,RENT,debt_consolidation,64294.0,17.84,676,Fully Paid
2017-12-01,24720,15.74, 36 months,D,OWN,home_improvement,91102.0,23.62,629,Fully Paid
2017-12-01,7447,11.23, 60 months,C,MORTGAGE,small_business,86895.0,15.45,778,Fully Paid
2017-12-01,25358,11.85, 36 months,C,RENT,debt_consolidation,116140.0,16.35,780,Fully Paid
2017-12-01,20862,14.64, 36 months,C,RENT,credit_card,120540.0,20.15,602,Fully Paid
2017-12-01,22665,5.0, 36 months,A,OWN,debt_consolidation,59485.0,14.54,705,Fully Paid
2017-12-01,19306,17.26, 36 months,D,RENT,debt_consolidation,136670.0,24.24,610,Fully Paid
2017-12-01,7952,26.05, 60 months,G,MORTGAGE,debt_consolidation,26430.0,28.4,608,Charged Off
2017-12-01,4763,5.0, 36 months,A,MORTGAGE,other,73645.0,21.69,804,Fully Paid
2017-12-01,5072,5.0, 36 months,A,RENT,debt_consolidation,48330.0,15.7,771,Fully Paid
2017-12-01,18093,16.74, 60 months,D,OWN,credit_card,93008.0,27.93,600,Charged Off
2017-12-01,10498,5.0, 36 months,A,MORTGAGE,debt_consolidation,25747.0,12.35,725,Fully Paid
2017-12-01,24311,8.89, 36 months,B,MORTGAGE,home_improvement,52253.0,16.24,626,Fully Paid
2017-12-01,18795,11.41, 36 months,C,OWN,debt_consolidation,99203.0,11.71,785,Fully Paid
2017-12-01,23415,5.0, 60 months,A,RENT,debt_consolidation,62839.0,16.63,784,Fully Paid
2017-12-01,32935,13.74, 36 months,C,OWN,debt_consolidation,115529.0,20.83,604,Charged Off
2017-12-01,14048,21.87, 36 months,G,RENT,credit_card,52121.0,23.29,844,Fully Paid
2017-12-01,7656,16.16, 36 months,E,MORTGAGE,debt_consolidation,72325.0,19.15,764,Fully Paid
2017-12-01,9913,5.0, 36 months,A,MORTGAGE,debt_consolidation,104142.0,16.04,831,Fully Paid
2017-12-01,22495,5.0, 36 months,A,MORTGAGE,debt_consolidation,42927.0,23.04,796,Fully Paid
2017-12-01,32207,8.26, 36 months,B,MORTGAGE,debt_consolidation,83845.0,5.71,701,Fully Paid
2018-01-01,9612,12.06, 60 months,C,MORTGAGE,credit_card,103270.0,21.63,704,Fully Paid
2018-01-01,9365,16.65, 36 months,E,MORTGAGE,debt_consolidation,51090.0,12.73,695,Fully Paid
2018-01-01,24720,16.94, 36 months,E,RENT,small_business,78797.0,24.5,725,Fully Paid
2018-01-01,8076,5.0, 36 months,A,MORTGAGE,other,93570.0,0.0,804,Fully Paid
2018-01-01,20761,19.56, 36 months,F,OWN,other,189660.0,17.92,781,Charged Off
2018-01-01,23863,12.23, 36 months,C,RENT,small_business,77534.0,9.45,653,Charged Off
2018-01-01,18530,16.21, 36 months,D,RENT,credit_card,107344.0,11.38,653,Fully Paid
2018-01-01,27119,15.85, 36 months,E,RENT,small_business,110276.0,8.09,828,Fully Paid
2018-01-01,19666,15.18, 60 months,D,MORTGAGE,other,84914.0,13.35,667,Fully Paid
2018-01-01,17364,11.8, 36 months,C,OWN,other,87045.0,20.99,833,Fully Paid
2018-01-01,9500,16.75, 60 months,D,RENT,small_business,105688.0,3.12,636,Fully Paid
2018-01-01,4594,5.37, 36 months,B,MORTGAGE,debt_consolidation,55343.0,12.9,797,Fully Paid
2018-01-01,32737,20.62, 36 months,F,MORTGAGE,debt_consolidation,68208.0,3.92,687,Fully Paid
2018-01-01,14121,23.64, 36 months,G,OWN,debt_consolidation,18067.0,19.83,773,Fully Paid
2018-01-01,30279,6.94, 36 months,B,RENT,debt_consolidation,59752.0,5.93,812,Fully Paid
2018-01-01,16741,13.28, 36 months,C,RENT,debt_consolidation,69504.0,20.97,669,Fully Paid
2018-01-01,25767,13.53, 36 months,C,MORTGAGE,debt_consolidation,64804.0,6.53,652,Fully Paid
2018-01-01,12957,15.08, 36 months,D,RENT,other,60913.0,11.53,780,Fully Paid
2018-01-01,32695,14.87, 36 months,D,RENT,debt_consolidation,73004.0,6.83,668,Fully Paid
2018-01-01,20596,5.0, 36 months,A,OWN,debt_consolidation,117930.0,8.51,759,Fully Paid
2018-01-01,3443,5.0, 36 months,A,OWN,debt_consolidation,46134.0,24.17,812,Fully Paid
2018-01-01,32376,13.69, 36 months,D,RENT,debt_consolidation,52012.0,25.02,829,Fully Paid
2018-01-01,17333,18.58, 60 months,F,RENT,credit_card,90292.0,15.56,809,Charged Off
2018-01-01,6190,11.12, 36 months,C,RENT,debt_consolidation,75030.0,0.0,841,Fully Paid
2018-01-01,14391,18.06, 36 months,F,MORTGAGE,home_improvement,32321.0,17.62,757,Charged Off
2018-01-01,26114,20.27, 60 months,F,RENT,credit_card,85967.0,38.28,736,Fully Paid
2018-01-01,29062,5.0, 60 months,A,RENT,small_business,95667.0,19.2,779,Fully Paid
2018-01-01,27889,15.58, 36 months,E,OWN,debt_consolidation,79368.0,17.4,690,Fully Paid
2018-01-01,20449,13.21, 36 months,C,MORTGAGE,debt_consolidation,77775.0,10.28,618,Fully Paid
2018-01-01,3723,16.64, 60 months,D,RENT,debt_consolidation,58010.0,1.62,662,Fully Paid
2018-01-01,8527,7.23, 36 months,B,RENT,other,71277.0,9.96,644,Fully Paid
2018-01-01,30291,9.33, 36 months,B,MORTGAGE,debt_consolidation,95155.0,21.5,603,Charged Off
2018-01-01,9715,6.25, 36 months,B,MORTGAGE,other,106689.0,20.54,812,Fully Paid
2018-01-01,1232,26.79, 36 months,G,RENT,credit_card,71388.0,9.26,618,Charged Off
2018-01-01,18308,8.69, 36 months,C,RENT,debt_consolidation,61430.0,14.24,815,Charged Off
2018-01-01,4396,8.37, 60 months,B,OWN,credit_card,79154.0,25.26,660,Fully Paid
2018-01-01,28678,12.04, 36 months,C,OWN,debt_consolidation,43584.0,10.03,669,Charged Off
2018-01-01,1773,19.05, 60 months,F,RENT,debt_consolidation,107823.0,4.29,770,Charged Off
2018-01-01,4480,5.76, 36 months,B,OWN,other,120549.0,21.08,848,Fully Paid
2018-01-01,14266,5.42, 60 months,B,MORTGAGE,debt_consolidation,91984.0,20.48,809,Fully Paid
2018-01-01,8818,14.04, 36 months,D,OWN,debt_consolidation,36445.0,22.69,759,Fully Paid
2018-01-01,2787,14.14, 36 months,D,MORTGAGE,small_business,131367.0,19.24,707,Fully Paid
2018-01-01,22110,6.3, 36 months,B,RENT,home_improvement,62504.0,5.74,820,Fully Paid
2018-01-01,13284,22.72, 60 months,G,OWN,debt_consolidation,56607.0,2.34,825,Charged Off
2018-01-01,2681,5.0, 36 months,A,OWN,debt_consolidation,44218.0,19.96,758,Fully Paid
2018-01-01,32131,7.33, 60 months,B,RENT,home_improvement,84046.0,8.18,694,Fully Paid
2018-01-01,15442,8.05, 60 months,B,MORTGAGE,other,36448.0,18.11,637,Fully Paid
2018-01-01,14664,15.78, 36 months,D,MORTGAGE,home_improvement,99822.0,16.19,632,Fully Paid
2018-02-01,24579,5.0, 36 months,A,MORTGAGE,small_business,69566.0,13.3,762,Fully Paid
2018-02-01,8634,5.0, 60 months,A,MORTGAGE,credit_card,85746.0,4.79,849,Fully Paid
2018-02-01,26281,12.77, 36 months,C,OWN,debt_consolidation,71449.0,14.1,660,Fully Paid
2018-02-01,22062,15.71, 36 months,E,RENT,debt_consolidation,102315.0,30.34,817,Fully Paid
2018-02-01,15675,5.0, 36 months,A,OWN,debt_consolidation,44024.0,21.68,777,Fully Paid
2018-02-01,21708,5.0, 36 months,A,RENT,credit_card,16203.0,20.51,746,Fully Paid
2018-02-01,11588,6.87, 36 months,B,RENT,debt_consolidation,70373.0,13.04,689,Fully Paid
2018-02-01,21397,15.7, 36 months,D,OWN,debt_consolidation,81191.0,18.66,648,Charged Off
2018-02-01,23252,5.0, 36 months,A,RENT,credit_card,40864.0,18.17,780,Fully Paid
2018-02-01,2441,7.81, 36 months,B,OWN,debt_consolidation,79340.0,17.76,684,Charged Off
2018-02-01,9736,13.54, 36 months,D,RENT,debt_consolidation,77336.0,29.9,700,Charged Off
2018-02-01,11424,19.12, 60 months,E,RENT,credit_card,97437.0,4.25,609,Fully Paid
2018-02-01,5508,15.27, 60 months,D,MORTGAGE,home_improvement,15000.0,11.56,746,Fully Paid
2018-02-01,14332,13.03, 36 months,C,MORTGAGE,home_improvement,53468.0,31.67,671,Fully Paid
2018-02-01,13211,9.94, 60 months,C,RENT,credit_card,101443.0,3.54,770,Fully Paid
2018-02-01,1713,10.96, 60 months,C,MORTGAGE,debt_consolidation,62897.0,8.19,818,Fully Paid
2018-02-01,6489,18.75, 36 months,F,RENT,debt_consolidation,132234.0,15.47,692,Fully Paid
2018-02-01,4695,5.12, 36 months,B,OWN,home_improvement,49187.0,13.87,836,Fully Paid
2018-02-01,34676,5.0, 36 months,A,RENT,debt_consolidation,73941.0,16.2,845,Fully Paid
2018-02-01,14636,26.57, 36 months,G,MORTGAGE,debt_consolidation,42717.0,17.11,633,Charged Off
2018-02-01,5168,6.85, 60 months,B,MORTGAGE,credit_card,65136.0,0.0,801,Fully Paid
2018-02-01,15159,10.05, 36 months,C,MORTGAGE,credit_card,75369.0,17.08,817,Fully Paid
2018-02-01,23049,15.71, 36 months,E,OWN,credit_card,39147.0,10.3,772,Fully Paid
2018-02-01,26725,5.0, 60 months,A,OWN,credit_card,36364.0,21.49,700,Fully Paid
2018-02-01,14585,20.65, 36 months,F,MORTGAGE,debt_consolidation,48554.0,18.58,684,Charged Off
2018-02-01,33358,17.8, 60 months,E,MORTGAGE,debt_consolidation,99736.0,11.88,679,Charged Off
2018-02-01,20900,16.15, 36 months,E,MORTGAGE,home_improvement,89623.0,0.99,723,Fully Paid
2018-02-01,3718,7.02, 36 months,B,OWN,debt_consolidation,87591.0,20.1,662,Fully Paid
2018-02-01,27340,10.88, 36 months,C,MORTGAGE,credit_card,107481.0,8.56,752,Fully Paid
2018-02-01,8914,15.05, 36 months,D,RENT,debt_consolidation,84179.0,16.16,712,Fully Paid
2018-02-01,13627,15.89, 36 months,D,OWN,debt_consolidation,93304.0,14.05,645,Fully Paid
2018-02-01,24260,14.54, 36 months,C,RENT,debt_consolidation,99761.0,21.13,611,Fully Paid
2018-02-01,13514,16.67, 60 months,D,MORTGAGE,debt_consolidation,102450.0,25.82,606,Charged Off
2018-02-01,5156,16.64, 60 months,D,MORTGAGE,small_business,101278.0,5.21,629,Fully Paid
2018-03-01,32747,5.0, 60 months,A,RENT,debt_consolidation,84107.0,21.68,834,Fully Paid
2018-03-01,5610,12.76, 36 months,D,RENT,other,64628.0,34.71,832,Fully Paid
2018-03-01,27770,5.0, 60 months,A,RENT,debt_consolidation,95926.0,9.0,717,Fully Paid
2018-03-01,10650,7.06, 60 months,B,MORTGAGE,debt_consolidation,72284.0,11.92,750,Fully Paid
